MAL_ID,Name,Type,Producers,Studios,Source,Rating,Popularity,Final_Score,Genre+Synopsis,Cluster
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,Special,Atelier Musa,Sunrise,Manga,PG-13 - Teens 13 or older,7251,0.4720030627871363,"Hole—a dark, decrepit, and disorderly district where the strong prey on the weak and death is an ordinary occurrence—is all but befitting of the name given to it. A realm separated from law and ethics, it is a testing ground to the magic users who dominate it. As a race occupying the highest rungs of their society, the magic users think of the denizens of Hole as no more than insects. Murdered, mutilated, and made experiments without a second thought, the powerless Hole dwellers litter the halls of Hole's hospital on a daily basis. Possessing free access to and from the cesspool, and with little challenge to their authority, the magic users appear indomitable to most—aside for a few. Kaiman, more reptile than man, is one such individual. He hunts them on a heedless quest for answers with only a trusted pair of bayonets and his immunity to magic. Cursed by his appearance and tormented by nightmares, magic users are his only clue to restoring his life to normal. With his biggest obstacle being his stomach, his female companion Nikaidou, who runs the restaurant Hungry Bug, is his greatest ally. Set in a gritty world of hellish design, Dorohedoro manages a healthy blend of comedy and lightheartedness with death and carnage. Taking plenty of twists and turns while following the lives of Hole's residents, it weaves a unique world of unearthly origin and dreary appearance not for the squeamish or easily disturbed.|Action, Comedy, Horror, Magic, Fantasy, Seinen",1
6571,Koume-chan ga Iku!,TV,"Group TAC, Pioneer LDC",Gainax,Manga,PG-13 - Teens 13 or older,10526,0.025959208158368326,"Spontaneous Human Combustion: a chaotic phenomenon that has plagued humanity for years, randomly transforming ordinary people into flaming, violent creatures known as Infernals. While Infernals make up the first-generation accounts of Human Combustion, the second and third generations became known as pyrokinetics—people gifted with the ability to manipulate and control their flames while remaining human. To combat the Infernal threat and discover the cause, the Tokyo Armed Forces, Fire Defense Agency, and Holy Church of Sol produced their answer: the Special Fire Force. Young and eager third-generation pyrokinetic Shinra Kusakabe, nicknamed Devil's Footprints for his explosive ability to ignite his feet at will, becomes a member of the lively Special Fire Force Company 8. Upholding the brigade's duty to extinguish the blazing Infernals and lay their souls to rest, Shinra is determined to become a hero who will save the lives of those threatened by the flame terror. However, this is not the hero's game Shinra imagined. The Fire Force is a fractured mess of feuding brigades, abnormal Infernal sightings are increasing all over Tokyo, and a shadowy group is claiming to have answers to the strange fire that caused the death of Shinra's family 12 years ago. Faced with many obstacles within and outside the Fire Force, Shinra fights to uncover the truth behind the burning mysteries that have kept him in the dark.|Action, Supernatural, Shounen",2
6572,Shakugan no Shana S,OVA,"Geneon Universal Entertainment, ASCII Media Works, Showgate",J.C.Staff,Light novel,PG-13 - Teens 13 or older,1737,17.42331017369727,"No synopsis information has been added to this title. Help improve our database by adding a synopsis here .|Drama, Romance",6
6573,Darker than Black: Ryuusei no Gemini,TV,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Sakura Create",Bones,Original,R - 17+ (violence & profanity),381,105.380258143823,"Tooru Honda has always been fascinated by the story of the Chinese Zodiac that her beloved mother told her as a child. However, a sudden family tragedy changes her life, and subsequent circumstances leave her all alone. Tooru is now forced to live in a tent, but little does she know that her temporary home resides on the private property of the esteemed Souma family. Stumbling upon their home one day, she encounters Shigure, an older Souma cousin, and Yuki, the ""prince"" of her school. Tooru explains that she lives nearby, but the Soumas eventually discover her well-kept secret of being homeless when they see her walking back to her tent one night. Things start to look up for Tooru as they kindly offer to take her in after hearing about her situation. But soon after, she is caught up in a fight between Yuki and his hot-tempered cousin, Kyou. While trying to stop them, she learns that the Souma family has a well-kept secret of their own: whenever they are hugged by a member of the opposite sex, they transform into the animals of the Chinese Zodiac. With this new revelation, Tooru will find that living with the Soumas is an unexpected adventure filled with laughter and romance.|Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",5
6574,Hanamaru Youchien,TV,"Starchild Records, Omnibus Japan, TV Tokyo Music",Gainax,Manga,PG-13 - Teens 13 or older,1896,11.056769297484822,"fter five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone. Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified. However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.|Sci-Fi, Adventure, Shounen",2
6582,Tentai Senshi Sunred 2nd Season,TV,flying DOG,AIC ASTA,Manga,PG-13 - Teens 13 or older,5697,3.9760997067448685,"Picking up the next year after the end of the fall tournament, Seidou High School baseball team battle it out with new and old faces as they begin their tournament run at Koshien.|Comedy, Sports, School, Shounen",6
6586,Yume-iro Pâtissière,TV,"Yomiuri Telecasting, DAX Production, Shueisha","Studio Pierrot, Studio Hibari",Manga,G - All Ages,1921,38.412228490832156,"In the Tranquil Sun province of the empire, there exists an unremarkable lordship known as Xue Ying Territory! This is the home of the Dong Bo clan, the clan of our hero Xue Ying! His father, a commoner turned noble; his mother, a noble who abandoned her clan for love, and his brother, an innocent toddler. But peace cannot last forever, Xue Ying’s peaceful life is shattered, and the only way to reclaim it is through power! (Source: Novel Updates)|Action, Adventure, Historical, Romance, Martial Arts, Fantasy",2
6594,Katanagatari,TV,"Aniplex, Lantis, Kodansha, Movic, Fuji TV",White Fox,Light novel,R - 17+ (violence & profanity),291,910.7871999999999,"23rd Detective Conan Movie.|Action, Mystery, Comedy, Police, Drama, Shounen",2
6604,Kuruneko,TV,"Kadokawa Pictures Japan, Kansai Telecasting, Tokai Television","Studio Deen, DAX Production",Manga,G - All Ages,7070,0.39909406155179883,"""Show them your A-O face!"" As an innocent child, Ao Horie would unhesitantly proclaim the origins of her name. Now that she is in high school, she is determined to study hard in order to one day escape the influence of her lascivious father, a famous erotic author. However, when the amiable Takumi Kijima confesses to Horie, her mind runs wild with scandalous thoughts. Moans eager to escape, legs crossing, and a warmth spreading through her body, Horie cannot help but misconstrue Kijima's rather pure motivations. To make things worse, no matter how hard she tries to ward off Kijima, his advances do not stop. Now, if only she could just study!|Comedy, Romance, Ecchi, Shounen",6
6610,Ibara no Ou,Movie,"TV Tokyo, Bandai Visual, Dentsu, Kadokawa Pictures Japan, Enterbrain, Sony PCL",Sunrise,Manga,R+ - Mild Nudity,1999,7.467693153698103,"fter an enthusiastic invitation from her friend, Kaede Honjou reluctantly agrees to try New World Online: a very popular VRMMO played by thousands of people across Japan. Naming her in-game character Maple, she sets out on her journey. As a complete novice to such games, she allocates all of her stat points into vitality, desiring to not get hurt. With not a single point in any other stat, Maple has extraordinarily high defense, but she can't move quickly or hit hard. This doesn't end badly for her, however. Due to her high defense, Maple acquires overpowered skills such as Total Defense, Poison Immunity, and Devour. These skills, along with the incredibly powerful items she obtains, allow her to obliterate most enemies in a single hit. After only a few days of playing the game, Maple claims third place in a server-wide event, gaining a reputation as a player who is both unkillable and absurdly powerful. Despite her overpowered character, Kaede has much to learn. As she progresses through the game, she meets new friends and acquaintances, helping her complete new levels and events. Through all of her adventures, she may even pick up some other crazy skills that exceed all expectations.|Action, Game, Sci-Fi, Adventure, Comedy, Fantasy",2
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie,"Aniplex, Kodansha",ufotable,Light novel,R - 17+ (violence & profanity),2608,12.901866251944012,"The year is 2027, and the city of Kyoto has undergone tremendous technological advancement. Within the city lives Naomi Katagaki, a socially awkward and introverted boy with a love for books, and Ruri Ichigyou, a girl with a cold personality who is often blunt with people, but shares his love for reading. Despite having similar interests, Naomi is afraid to approach Ruri due to her unfriendly nature. One day, as Naomi goes out for a walk, a crimson aurora pierces through the sky for a brief moment before vanishing. Shortly after, he sees a three-legged crow and a mysterious hooded man who reveals himself to be Naomi from 10 years in the future, explaining that he has come to change an imminent tragic event that happens to Ruri shortly after they start dating. Initially taking his words with a grain of salt, present-day Naomi follows his future self's instructions and starts getting closer to Ruri, determined to save her. Hello World focuses on the present Naomi alongside himself from 10 years into the future. With the help of his future self, Naomi begins his preparations to save Ruri. Will he be able to change the future?|Sci-Fi, Drama, Romance",2
